Amount,TimeOfDay,DaysSince,TransactionFreq,IsInternational,IsHighRiskCat,HasRecentFraud,FraudLabel
357.42,20.94,380,0.353649,false,false,false,0
7817.46,0.11,37,0.099304,true,false,false,1
308.87,19.89,863,0.682861,true,false,false,0
15866.20,5.04,60,0.119372,false,false,true,1
49.20,12.99,509,0.677880,false,false,false,0
101.67,20.67,399,0.673004,false,false,false,0
213.68,8.17,1094,0.642354,false,false,false,0
14378.53,4.64,38,0.080708,false,false,false,1
14233.97,2.35,67,0.195366,false,true,false,1
35.27,11.68,1016,0.468192,true,false,false,0
6929.28,5.19,52,0.171116,true,true,false,1
136.75,12.49,1025,0.379194,true,false,false,0
12459.29,3.12,62,0.154366,true,false,false,1
7746.39,4.43,68,0.054914,true,true,false,1
262.04,17.82,613,0.351560,false,true,false,0
111.78,10.19,953,0.506314,false,true,false,0
159.18,19.78,693,0.421279,false,false,true,0
307.22,11.48,746,0.356549,false,false,false,0
18512.60,0.23,14,0.092849,true,true,false,1
271.43,18.66,641,0.631263,false,false,false,0
209.34,15.63,676,0.348247,false,false,false,0
359.83,19.01,522,0.525164,false,true,false,0
408.25,20.01,1044,0.406893,false,false,false,0
264.59,18.38,701,0.691241,false,false,false,0
114.54,18.31,1001,0.598365,false,false,false,0
198.77,11.70,770,0.480519,false,false,false,0
49.75,7.10,1018,0.668943,false,false,false,0
56.54,16.29,963,0.359788,true,false,false,0
132.03,9.01,1060,0.409198,true,false,false,0
267.93,12.00,443,0.314323,false,false,false,0
201.92,12.83,839,0.656883,false,false,false,0
308.88,9.83,891,0.370223,false,false,false,0
404.96,19.80,540,0.545300,false,false,false,0
264.31,19.02,1024,0.551723,false,false,false,0
7712.54,4.98,54,0.076762,true,true,true,1
10186.65,5.92,62,0.163299,false,true,false,1
341.90,9.72,553,0.536787,false,false,false,0
10141.83,4.41,59,0.149739,true,false,false,1
11556.00,3.58,51,0.119641,false,true,false,1
85.89,10.84,910,0.488923,false,false,false,0
5614.91,3.23,67,0.159570,true,false,false,1
110.81,11.05,656,0.506241,true,false,false,0
14.12,12.02,617,0.482174,false,false,false,0
374.26,12.31,979,0.558427,true,false,false,0
65.42,10.49,538,0.411191,true,false,false,0
16212.22,2.70,42,0.092864,false,true,false,1
7488.04,0.41,10,0.058470,false,false,false,1
18136.09,1.83,21,0.161857,false,false,false,1
33.39,10.44,668,0.306067,false,false,false,0
298.02,20.76,762,0.348374,false,false,false,0
6418.13,5.01,69,0.186989,false,true,false,1
292.34,8.97,1012,0.462927,false,false,false,0
19.84,15.08,587,0.410731,false,false,false,0
409.30,13.78,927,0.666367,false,false,false,0
18653.54,1.55,30,0.061740,false,false,false,1
5527.26,1.44,34,0.153213,false,true,true,1
138.55,17.46,503,0.558772,false,true,false,0
9237.08,3.71,48,0.124967,true,true,false,1
90.25,13.91,469,0.518460,false,false,false,0
352.25,8.42,732,0.640925,false,true,false,0
46.86,16.12,696,0.498462,false,false,false,0
243.04,13.46,620,0.676141,false,false,false,0
217.00,7.06,651,0.321145,false,false,false,0
378.31,17.27,451,0.603067,false,false,false,0
37.85,14.75,1069,0.611213,false,false,false,0
382.46,20.60,508,0.694188,false,false,false,0
199.78,12.12,774,0.394297,true,false,false,0
228.55,8.12,616,0.697014,false,true,false,0
358.30,8.39,800,0.311556,false,false,false,0
145.47,7.97,794,0.600579,false,false,false,0
19426.96,0.05,61,0.060375,true,true,false,1
54.91,14.76,1025,0.468541,false,false,false,0
7826.65,4.00,32,0.130945,true,false,false,1
197.87,12.31,776,0.556103,false,false,false,0
154.70,7.63,971,0.342839,false,false,false,0
5996.05,5.55,39,0.186447,false,false,false,1
305.06,9.36,713,0.479073,false,false,false,0
371.15,13.58,512,0.640225,false,false,false,0
18033.17,5.85,55,0.186314,true,true,false,1
359.26,17.74,1024,0.599370,false,true,false,0
257.05,16.77,1074,0.479341,false,false,false,0
26.66,7.15,564,0.385266,false,false,false,0
17167.44,0.35,46,0.198334,true,false,false,1
115.53,10.26,740,0.456383,false,false,false,0
200.67,12.26,483,0.485014,false,false,false,0
16.22,7.23,592,0.372631,true,false,false,0
95.22,20.10,728,0.522970,false,false,false,0
9323.82,1.71,57,0.134619,true,false,true,1
246.07,19.55,590,0.611184,false,false,true,0
23.76,15.53,985,0.579490,false,false,false,0
237.52,7.94,533,0.688234,false,false,false,0
149.66,7.30,642,0.389532,false,false,false,0
11318.96,5.13,57,0.141407,false,true,true,1
17471.77,0.55,50,0.148365,false,true,true,1
394.34,14.05,1007,0.442868,false,false,false,0
16263.02,5.21,31,0.074931,true,false,false,1
234.35,19.26,587,0.551016,false,true,false,0
80.43,17.07,665,0.490458,false,false,false,0
329.56,10.43,464,0.624066,false,false,false,0
99.57,13.16,397,0.692967,false,false,false,0
175.90,15.13,1058,0.339134,false,false,false,0
9473.77,0.95,36,0.100950,true,true,false,1
309.07,17.35,494,0.697821,false,true,false,0
6709.99,2.58,35,0.058514,true,true,false,1
180.34,11.75,914,0.646758,false,false,false,0
6514.69,4.30,38,0.175696,false,true,true,1
235.48,9.87,752,0.529903,false,false,false,0
5934.85,1.83,48,0.101475,true,false,false,1
349.63,19.12,1048,0.374980,false,true,false,0
33.56,10.98,843,0.325684,false,false,false,0
305.01,8.29,631,0.364550,false,false,false,0
244.45,11.47,1071,0.470603,false,false,false,0
8920.37,2.41,55,0.173610,false,true,false,1
113.54,14.31,835,0.452238,false,false,false,0
139.60,8.51,827,0.681077,false,false,true,0
336.37,12.55,445,0.381637,false,false,false,0
16569.47,3.89,15,0.168811,false,false,false,1
400.56,8.70,700,0.382973,true,false,false,0
9254.71,0.23,36,0.064760,true,false,false,1
372.05,14.39,399,0.528425,false,false,false,0
18375.78,0.40,59,0.119251,false,true,true,1
208.59,8.54,418,0.549969,false,false,false,0
12847.39,4.01,43,0.151479,true,true,true,1
10.62,7.28,935,0.373484,false,true,false,0
5606.71,1.04,50,0.129628,true,false,false,1
156.16,20.60,1020,0.454133,false,false,false,0
30.97,8.89,379,0.552002,true,false,false,0
85.08,20.39,482,0.538651,false,false,false,0
11108.22,4.95,22,0.066730,false,true,false,1
15435.58,1.30,31,0.154149,false,true,false,1
285.80,9.88,1031,0.654669,false,false,false,0
17083.94,4.75,57,0.093028,false,true,false,1
226.88,9.16,1021,0.313708,false,true,false,0
146.36,8.82,750,0.526730,false,true,false,0
19476.34,4.25,45,0.118395,true,true,false,1
10491.99,4.64,68,0.054375,true,true,true,1
13692.71,0.27,16,0.137683,false,true,false,1
235.99,12.96,613,0.582949,false,false,false,0
248.97,7.99,821,0.662771,false,false,false,0
306.15,18.82,489,0.612164,false,false,false,0
8212.36,5.31,65,0.186928,true,false,true,1
7874.17,3.20,17,0.088856,false,false,false,1
18268.30,1.96,24,0.166351,false,false,true,1
221.27,18.09,813,0.688286,false,false,false,0
312.29,10.68,625,0.339496,false,false,false,0
323.25,15.03,610,0.636574,false,false,false,0
5793.65,5.96,59,0.170964,true,true,false,1
126.73,12.92,975,0.344455,true,false,false,0
190.63,20.95,522,0.627858,false,false,false,0
152.69,12.41,802,0.349332,false,true,false,0
101.41,20.70,930,0.364721,false,false,false,0
224.07,14.14,655,0.555805,false,false,false,0
165.40,17.87,441,0.454899,true,true,false,0
122.73,15.59,862,0.682563,false,false,false,0
69.68,8.38,617,0.422126,false,false,false,0
13968.59,2.45,15,0.159476,true,true,false,1
367.12,14.52,455,0.450830,false,false,false,0
18320.19,1.44,26,0.056266,true,true,true,1
7562.11,0.85,11,0.083974,true,false,false,1
16608.53,3.32,17,0.064722,true,false,false,1
357.71,18.98,736,0.360610,false,true,false,0
16795.29,4.49,40,0.126328,true,true,true,1
87.96,18.08,630,0.458020,false,false,false,0
12138.52,2.27,26,0.107052,true,false,false,1
200.47,16.01,974,0.632036,true,false,false,0
334.73,8.09,542,0.574497,false,false,false,0
13984.06,2.51,67,0.132681,true,false,false,1
11718.54,2.85,28,0.126017,true,true,false,1
408.90,17.67,1075,0.338343,false,false,false,0
9128.59,3.65,27,0.196564,true,false,true,1
13643.76,3.10,53,0.167811,true,false,false,1
244.63,18.96,583,0.497807,false,true,false,0
304.67,17.12,908,0.391620,false,false,false,0
12201.77,0.22,53,0.098233,true,true,false,1
209.37,7.49,701,0.677936,false,false,false,0
239.92,8.98,979,0.512856,false,false,false,0
343.42,20.94,616,0.629565,false,false,false,0
321.20,7.83,648,0.585152,false,false,false,0
180.24,17.88,671,0.612851,false,false,false,0
18111.47,0.01,60,0.113897,true,false,false,1
192.20,11.68,977,0.397332,false,false,false,0
12337.93,5.29,49,0.150467,true,true,true,1
286.83,7.16,883,0.522698,false,false,false,0
327.07,19.76,563,0.559285,false,false,false,0
291.89,19.42,772,0.531033,false,false,false,0
19246.63,0.54,48,0.138634,false,false,true,1
312.86,17.29,1045,0.453494,true,false,false,0
347.27,14.10,370,0.614165,false,false,false,0
325.91,17.02,383,0.571022,false,false,false,0
13448.31,0.18,35,0.083754,true,false,true,1
14825.83,0.33,49,0.144671,true,true,false,1
270.24,12.19,886,0.586346,false,true,false,0
16759.63,5.76,67,0.193706,true,false,false,1
145.08,14.31,1051,0.482487,true,false,false,0
15866.12,4.20,29,0.086592,false,false,false,1
240.31,13.29,591,0.599561,false,false,false,0
5735.02,2.45,40,0.079610,false,true,false,1
63.68,7.66,721,0.597836,false,false,false,0
7729.12,2.57,26,0.143810,true,true,true,1
11395.22,1.00,21,0.171876,true,true,false,1
128.86,16.54,638,0.465737,false,false,false,0
87.58,15.27,536,0.606238,false,false,false,0
20.04,17.72,706,0.467339,false,false,false,0
6904.21,4.65,52,0.179636,true,true,false,1
383.28,11.99,932,0.417985,true,false,false,0
19416.87,2.22,18,0.125223,true,true,false,1
89.14,16.67,719,0.313391,false,false,false,0
392.63,19.43,801,0.360205,false,true,false,0
71.08,12.46,429,0.504470,true,false,false,0
12641.59,3.09,17,0.126660,true,false,false,1
12284.97,5.76,47,0.174533,false,false,false,1
6886.99,4.73,49,0.133763,true,true,true,1
360.86,16.25,915,0.302100,true,false,false,0
259.93,10.43,783,0.695369,false,false,false,0
33.05,18.87,655,0.349724,false,false,false,0
387.73,20.49,1087,0.525523,false,false,false,0
98.33,16.45,666,0.636094,false,false,false,0
175.78,8.16,452,0.490024,false,false,false,0
111.41,18.29,970,0.320705,false,false,false,0
377.83,10.17,744,0.589580,false,true,false,0
371.20,19.29,454,0.522633,false,false,false,0
231.88,19.79,966,0.476145,false,false,false,0
270.26,10.65,497,0.396420,false,false,false,0
14294.26,3.04,62,0.181344,false,true,false,1
118.78,11.23,705,0.369414,false,false,false,0
382.99,16.62,762,0.645486,false,false,false,0
404.68,14.55,417,0.487376,false,false,false,0
367.98,12.16,740,0.572676,true,false,false,0
17918.50,1.26,47,0.199435,true,true,false,1
12129.11,5.72,67,0.141184,true,true,true,1
54.90,7.33,924,0.347815,false,false,false,0
102.71,20.90,950,0.564223,true,false,false,0
13917.08,1.79,26,0.152192,true,false,false,1
9298.57,3.96,14,0.180212,true,false,false,1
19829.10,2.75,18,0.094926,true,false,false,1
166.40,14.78,879,0.472561,false,false,false,0
95.56,15.71,944,0.603661,false,false,false,0
5142.58,1.59,58,0.105891,true,true,true,1
10919.92,1.90,25,0.181214,true,true,true,1
211.80,17.38,491,0.693116,false,false,false,0
5787.95,1.09,36,0.146534,true,false,false,1
375.37,13.27,407,0.383010,true,false,false,0
122.43,10.89,449,0.526136,true,false,false,0
13006.53,5.18,28,0.109904,false,false,false,1
18.01,18.25,1029,0.403636,false,false,false,0
351.84,14.77,968,0.516013,false,false,false,0
175.00,10.91,775,0.614601,false,false,false,0
11133.33,1.30,56,0.090520,true,true,false,1
253.12,17.59,442,0.389840,false,false,false,0
349.61,10.70,585,0.380708,true,false,false,0
11850.48,5.50,35,0.138331,true,true,true,1
226.08,20.02,889,0.456192,false,false,true,0
11207.78,4.07,54,0.089935,true,true,false,1
14671.06,0.31,17,0.088357,false,true,false,1
313.70,9.24,735,0.303414,false,false,false,0
215.33,9.59,847,0.570776,false,false,false,0
8863.41,3.06,38,0.199799,true,false,false,1
58.29,19.32,808,0.532885,true,false,false,0
13373.73,5.06,19,0.115866,true,false,true,1
280.23,16.27,1024,0.449166,true,false,false,0
315.02,9.14,401,0.450160,true,false,false,0
362.72,13.56,660,0.357985,false,false,false,0
396.29,18.19,627,0.343917,true,false,false,0
251.11,14.21,542,0.556069,true,false,false,0
214.23,7.48,911,0.409747,false,false,false,0
11521.56,0.13,46,0.069600,true,true,false,1
42.50,8.18,510,0.356800,true,false,false,0
12095.72,4.38,37,0.108988,false,false,false,1
6898.05,5.54,21,0.050412,true,true,true,1
12103.43,0.91,21,0.167239,false,true,false,1
193.02,9.35,923,0.645554,false,false,false,0
199.80,11.62,1083,0.348680,true,false,false,0
12856.89,3.89,59,0.134147,true,true,true,1
271.53,14.10,431,0.442599,false,false,false,0
12696.67,2.23,48,0.130899,false,true,false,1
14195.86,1.05,65,0.089490,true,true,false,1
140.20,10.22,1080,0.385643,true,false,false,0
361.16,12.52,419,0.461833,false,false,false,0
246.77,12.77,804,0.533417,true,false,false,0
11689.73,0.36,41,0.083451,false,true,false,1
64.43,7.57,988,0.504597,false,true,false,0
182.05,20.40,1025,0.425801,false,false,false,0
22.80,10.04,436,0.562186,false,false,false,0
124.80,9.42,485,0.547332,false,false,false,0
174.95,14.37,590,0.561951,true,true,false,0
54.61,10.47,965,0.393736,true,false,false,0
107.99,19.12,913,0.492081,false,false,false,0
327.39,17.26,1071,0.307130,false,true,false,0
214.09,8.70,805,0.564687,false,false,false,0
293.77,10.12,1009,0.321659,false,false,false,0
354.48,13.99,852,0.384622,false,false,false,0
310.58,17.96,518,0.448725,false,false,false,0
334.35,13.75,616,0.464439,false,true,false,0
307.39,18.84,532,0.622079,false,false,false,0
183.45,12.95,646,0.423780,false,false,false,0
16869.72,5.66,26,0.190850,true,false,true,1
329.42,18.20,576,0.645236,false,false,false,0
117.65,20.32,937,0.387927,false,false,false,0
59.74,7.46,707,0.477487,false,false,false,0
220.22,15.06,380,0.695912,false,true,false,0
18031.34,5.73,64,0.132245,true,false,true,1
17583.51,5.80,53,0.065847,true,false,false,1
276.93,10.48,1066,0.693563,false,false,false,0
158.36,15.90,800,0.315272,false,true,false,0
12834.17,3.27,14,0.068717,true,true,false,1
177.03,19.32,386,0.535304,false,false,false,0
120.98,10.33,483,0.668161,false,false,false,0
134.59,13.03,943,0.516849,false,false,false,0
201.24,11.47,1064,0.644782,false,false,false,0
348.90,18.50,1014,0.514602,false,false,false,0
400.18,10.27,399,0.601285,false,false,false,0
214.55,14.93,839,0.306425,false,false,false,0
100.79,14.12,1072,0.556792,true,false,false,0
12581.80,4.38,56,0.163151,false,false,false,1
15479.78,5.33,23,0.176829,false,true,false,1
14238.33,1.09,40,0.073775,true,false,false,1
62.59,14.74,396,0.363938,false,false,false,0
23.11,19.05,707,0.479720,false,false,false,0
37.80,11.95,949,0.530129,false,false,false,0
199.02,8.86,910,0.438617,false,false,false,0
9617.52,1.81,49,0.171216,true,true,false,1
10112.59,3.36,42,0.174409,true,true,false,1
32.39,20.39,623,0.344479,true,true,false,0
7213.80,2.69,33,0.078442,true,true,true,1
13939.04,5.63,24,0.078654,false,true,false,1
357.51,7.52,742,0.508532,false,false,false,0
249.17,13.03,598,0.674603,false,false,false,0
162.24,12.01,1055,0.419760,false,false,false,0
6808.95,0.38,58,0.120407,true,true,false,1
114.68,17.23,903,0.318906,false,false,false,0
289.70,13.42,977,0.566658,true,false,false,0
5948.05,3.65,61,0.070939,false,true,false,1
31.29,15.80,1083,0.570079,false,false,false,0
187.68,16.83,1038,0.317056,false,false,false,0
19217.46,4.37,59,0.097770,true,true,false,1
365.52,9.44,587,0.562373,false,false,false,0
39.38,17.98,653,0.486787,false,false,false,0
182.25,11.63,1013,0.400757,false,false,true,0
381.69,8.62,825,0.422923,true,false,false,0
144.49,9.20,776,0.694922,true,false,false,0
16101.64,5.87,36,0.111982,true,true,false,1
197.05,14.41,532,0.613911,false,false,false,0
348.14,12.71,541,0.346001,false,false,false,0
15314.57,1.34,50,0.199194,true,true,false,1
368.71,12.49,936,0.611521,true,false,false,0
365.26,14.33,1035,0.602180,false,false,false,0
14983.49,0.56,11,0.187777,false,true,false,1
12831.61,3.11,13,0.123691,false,true,true,1
377.98,9.97,788,0.381913,false,false,false,0
238.46,8.43,963,0.414805,false,false,false,0
9020.64,5.63,10,0.162661,false,false,false,1
14921.08,1.76,61,0.169406,true,false,true,1
18349.95,4.57,23,0.065755,false,true,false,1
8842.60,0.61,25,0.192244,true,true,false,1
191.08,14.41,671,0.389443,false,false,false,0
102.95,17.64,472,0.313958,false,false,false,0
267.80,15.83,421,0.641841,false,false,false,0
7702.91,5.20,36,0.087052,false,true,true,1
12173.29,2.31,37,0.095478,true,true,false,1
14723.80,1.70,49,0.092224,true,true,false,1
10755.28,0.15,32,0.079783,true,true,false,1
15.27,18.50,441,0.426432,false,false,false,0
19415.95,3.77,21,0.185097,true,false,true,1
13814.45,5.23,48,0.169355,true,true,false,1
6716.61,5.19,13,0.197777,true,false,false,1
103.55,10.31,1077,0.326032,false,false,false,0
59.82,16.63,982,0.497831,false,false,false,0
208.64,19.43,1035,0.452361,false,false,false,0
16085.86,3.79,56,0.133146,true,true,false,1
309.37,7.37,425,0.681789,false,true,false,0
404.63,10.89,444,0.422796,false,false,false,0
19007.59,3.74,30,0.198914,true,true,false,1
100.11,10.99,733,0.648730,true,false,false,0
363.62,11.08,883,0.682311,false,false,false,0
9781.51,0.09,43,0.101914,true,false,false,1
12404.72,2.19,32,0.172579,false,true,false,1
264.86,8.44,1071,0.603201,true,false,false,0
60.75,10.94,1017,0.648127,false,false,false,0
238.45,11.03,1031,0.460882,false,false,false,0
10773.72,4.33,51,0.068804,false,false,false,1
231.22,18.62,954,0.531576,false,false,false,0
377.47,13.44,506,0.382949,false,false,false,0
16.62,16.62,655,0.602865,false,false,false,0
317.17,17.34,1016,0.480600,false,false,false,0
226.35,11.50,460,0.451928,true,false,false,0
38.62,16.86,485,0.425382,false,false,false,0
9882.20,2.52,24,0.119526,false,true,true,1
339.95,8.15,935,0.350596,false,false,false,0
377.45,15.74,735,0.680971,false,false,false,0
12612.30,3.99,38,0.137720,true,true,false,1
17911.65,3.36,69,0.105671,false,false,false,1
191.83,8.69,779,0.374943,false,false,false,0
15719.66,2.03,67,0.180941,true,true,true,1
356.40,7.40,830,0.464953,false,false,false,0
193.15,13.65,599,0.399321,true,false,false,0
379.66,16.25,854,0.600898,false,false,false,0
147.40,8.20,811,0.678777,false,false,false,0
273.91,19.05,494,0.316248,false,false,false,0
73.55,7.31,1053,0.385950,true,false,false,0
152.37,17.18,429,0.360491,false,true,false,0
178.08,18.87,410,0.615695,false,false,false,0
218.01,13.74,561,0.684595,false,false,false,0
185.31,18.34,1071,0.627836,false,true,false,0
15382.69,5.91,21,0.132104,true,false,true,1
409.62,16.49,999,0.490062,false,true,false,0
390.34,8.85,970,0.501675,true,false,false,0
118.29,7.47,397,0.340481,false,false,false,0
207.06,14.17,849,0.445930,false,false,false,0
309.35,11.91,475,0.572165,false,true,false,0
19871.15,3.91,45,0.123217,true,true,false,1
178.44,7.45,694,0.432158,true,false,false,0
232.58,13.54,388,0.579034,false,false,false,0
10088.62,1.17,29,0.197672,false,true,true,1
162.53,9.31,904,0.640841,false,false,false,0
345.75,9.91,473,0.431761,true,false,false,0
19.87,13.14,841,0.356173,false,false,false,0
200.56,14.40,505,0.462825,true,false,false,0
9363.87,1.97,54,0.100675,true,true,true,1
17253.62,0.01,12,0.068719,false,false,false,1
249.42,11.01,995,0.415742,false,false,false,0
170.25,14.86,610,0.534238,false,false,false,0
18189.68,1.04,14,0.104405,false,true,false,1
243.57,11.08,468,0.319079,false,false,false,0
245.37,12.02,782,0.399699,false,false,true,0
145.98,11.33,563,0.459866,false,false,false,0
15234.39,5.95,24,0.163514,false,false,false,1
93.61,18.30,408,0.415881,false,false,false,0
10.84,20.86,422,0.384893,false,false,false,0
204.02,7.36,506,0.500476,false,false,false,0
11642.34,2.77,36,0.096199,true,true,false,1
19626.64,1.37,42,0.167611,true,false,true,1
8450.20,2.65,52,0.150528,true,true,false,1
239.85,15.78,627,0.365555,false,true,false,0
196.72,8.67,919,0.396007,false,false,false,0
25.64,7.19,889,0.404303,false,false,false,0
8760.96,1.05,40,0.058006,true,false,false,1
18.55,14.34,717,0.538773,false,false,false,0
404.32,10.99,391,0.546520,true,false,true,0
5544.02,3.26,38,0.181636,true,false,true,1
17005.07,4.20,44,0.166326,false,false,false,1
216.50,12.48,1030,0.460770,true,false,false,0
293.23,9.18,375,0.443786,true,false,false,0
12981.10,3.53,54,0.152726,true,false,false,1
7236.80,0.39,27,0.067898,false,false,true,1
182.21,14.84,832,0.629051,false,false,false,0
15843.92,3.22,21,0.065939,false,true,false,1
168.07,13.06,979,0.509711,false,false,false,0
19673.83,3.91,62,0.060150,true,true,false,1
90.81,18.46,835,0.371053,false,false,false,0
17935.34,2.41,21,0.056270,true,true,false,1
17855.60,5.39,26,0.118700,true,false,true,1
168.54,18.34,562,0.447652,false,true,false,0
130.06,17.83,412,0.492542,false,false,false,0
360.66,19.98,366,0.527089,false,false,false,0
370.51,17.88,1040,0.636582,false,false,false,0
351.87,13.18,1058,0.574347,true,false,false,0
11544.37,4.81,18,0.158040,true,false,false,1
313.95,16.74,578,0.611892,false,true,false,0
5732.38,2.84,18,0.157181,false,true,true,1
21.20,11.57,969,0.681031,true,false,false,0
17248.24,0.06,50,0.084880,false,false,false,1
159.81,18.64,1024,0.452104,false,false,false,0
104.31,21.00,525,0.445221,false,true,false,0
93.42,14.84,1025,0.478448,false,false,false,0
292.28,9.05,603,0.507847,false,false,false,0
317.44,17.42,454,0.658845,false,false,false,0
103.61,7.71,439,0.645114,true,false,false,0
11892.42,2.95,42,0.195849,false,false,false,1
297.79,15.18,522,0.618154,false,false,false,0
24.74,20.78,621,0.524178,false,false,false,0
44.51,15.72,1040,0.338470,true,false,false,0
25.11,9.16,969,0.410448,false,false,false,0
87.18,13.63,937,0.620954,false,true,false,0
58.33,14.02,804,0.608075,false,false,false,0
14812.62,2.95,14,0.064089,true,true,false,1
242.32,8.88,467,0.632641,false,false,false,0
19992.06,2.47,13,0.114631,true,false,false,1
13385.55,3.35,64,0.091335,true,true,false,1
89.30,20.97,809,0.460054,false,false,false,0
84.89,7.68,1046,0.303674,true,false,false,0
203.84,9.00,745,0.360912,false,false,false,0
8563.92,3.89,66,0.089384,false,false,true,1
165.86,9.15,713,0.489736,false,false,false,0
13030.82,1.76,34,0.135221,true,true,true,1
196.06,14.67,537,0.585865,false,false,false,0
198.04,18.25,1012,0.571960,false,false,false,0
283.19,17.10,741,0.640385,true,false,false,0
83.78,18.40,612,0.648517,false,false,false,0
315.54,16.19,879,0.629124,false,false,false,0
200.26,18.59,899,0.634745,false,false,false,0
193.52,15.03,417,0.691703,false,false,false,0
132.95,9.90,510,0.308646,false,false,false,0
13224.58,0.90,12,0.061496,true,true,true,1
132.35,14.72,623,0.556870,false,false,false,0
9310.71,1.52,19,0.072211,false,true,false,1
14395.59,0.44,30,0.161035,false,false,false,1
10844.83,2.61,44,0.187278,false,false,true,1
14994.71,0.28,17,0.135895,true,false,false,1
301.33,10.47,570,0.518647,false,false,false,0
52.45,19.95,469,0.303009,true,false,true,0
43.99,20.98,425,0.494769,false,false,false,0
15.56,19.14,993,0.333931,false,false,false,0
306.44,18.33,462,0.583896,false,false,false,0
239.30,19.06,1007,0.596979,false,false,false,0
19875.66,4.00,61,0.129363,true,false,false,1
113.09,16.06,629,0.393001,false,false,false,0
13696.52,3.01,60,0.053421,true,true,true,1
121.36,7.23,536,0.680014,true,false,false,0
320.00,14.43,521,0.489980,true,false,false,0
258.06,14.77,742,0.615761,false,false,false,0
62.67,9.11,536,0.575728,false,false,false,0
9012.33,1.93,61,0.088168,true,true,false,1
14.74,9.90,999,0.383141,true,false,false,0
19190.39,2.93,34,0.082869,false,true,true,1
349.05,7.88,723,0.332895,false,false,false,0
19129.99,0.99,21,0.062776,true,false,false,1
144.32,12.72,998,0.682720,false,false,false,0
139.77,8.58,604,0.608994,false,false,false,0
40.08,11.34,858,0.357671,false,false,false,0
5895.62,3.02,57,0.073407,true,true,false,1
5659.84,1.62,49,0.054933,false,true,false,1
7405.14,3.64,44,0.105919,false,true,true,1
318.20,10.72,691,0.525525,false,false,false,0
228.20,15.87,774,0.567859,false,false,false,0
11293.36,3.23,27,0.060478,true,true,false,1
19310.11,4.21,42,0.106663,true,true,false,1
47.86,12.92,883,0.361674,false,false,false,0
129.54,13.33,943,0.457764,false,false,false,0
381.32,7.66,539,0.624096,false,false,false,0
6109.47,4.70,53,0.150359,true,false,false,1
16.53,11.95,705,0.440490,false,false,false,0
253.18,20.50,716,0.696307,false,false,false,0
6729.80,3.59,17,0.117232,true,false,false,1
66.52,16.41,850,0.601189,true,false,false,0
8173.87,0.91,53,0.088524,true,true,true,1
261.40,13.41,1002,0.434905,false,false,false,0
18238.74,5.57,27,0.139227,true,true,false,1
331.99,19.28,886,0.333398,false,false,false,0
6584.40,2.89,21,0.170127,true,true,true,1
5412.18,5.08,47,0.118991,true,true,false,1
127.14,17.65,950,0.681098,false,false,false,0
99.55,11.28,607,0.326382,false,false,false,0
234.83,17.82,867,0.576602,true,false,false,0
172.56,19.98,701,0.354703,false,false,false,0
12623.99,0.11,68,0.192683,true,false,false,1
65.79,18.97,1039,0.330347,false,false,false,0
238.25,17.98,645,0.540747,false,false,false,0
81.31,20.76,943,0.455875,false,false,false,0
18770.88,2.03,65,0.103970,true,true,false,1
312.60,16.55,946,0.356658,true,false,false,0
7260.67,5.65,31,0.087644,true,false,true,1
342.55,15.84,781,0.328172,false,false,false,0
23.38,13.34,931,0.551823,true,false,false,0
328.12,8.21,482,0.478426,false,false,false,0
121.31,12.93,495,0.478990,false,false,false,0
104.98,10.41,901,0.697007,false,false,false,0
64.00,16.50,558,0.612372,true,false,false,0
9982.79,4.20,10,0.162482,true,true,true,1
107.96,11.75,648,0.366635,false,false,false,0
140.71,17.09,624,0.502439,false,false,false,0
9920.26,4.04,22,0.073185,true,false,false,1
123.96,15.36,881,0.432780,false,false,false,0
149.47,7.45,733,0.640471,false,false,false,0
5242.17,4.19,67,0.136865,true,false,true,1
5630.21,4.67,33,0.078349,true,false,true,1
337.24,19.62,386,0.411840,false,false,false,0
311.06,10.45,510,0.492401,false,false,false,0
241.08,20.68,734,0.341246,false,true,false,0
94.48,8.28,985,0.356623,false,false,false,0
192.30,11.10,714,0.356684,false,false,false,0
9106.44,0.10,32,0.194045,false,false,false,1
185.42,19.96,734,0.326091,false,true,false,0
14598.40,4.15,66,0.178275,true,false,false,1
41.86,20.30,521,0.530962,false,false,false,0
330.17,13.82,423,0.380726,false,false,false,0
346.87,10.04,960,0.312990,false,false,false,0
356.56,7.17,483,0.577097,false,false,false,0
17924.91,3.93,38,0.114286,true,false,false,1
337.20,12.36,427,0.665666,false,true,false,0
17476.25,2.01,11,0.090972,true,true,false,1
189.68,16.72,827,0.432439,false,false,false,0
151.90,15.97,412,0.411684,false,false,false,0
15450.22,1.05,55,0.118361,false,true,false,1
358.86,19.99,367,0.690884,false,false,false,0
294.48,18.30,693,0.554284,false,false,false,0
229.16,9.88,578,0.367810,false,false,false,0
18051.65,4.23,13,0.115108,false,true,false,1
335.75,12.70,1045,0.680373,false,false,false,0
78.96,19.22,918,0.600978,false,false,false,0
13.17,19.63,1080,0.439929,true,false,false,0
299.02,9.17,590,0.439974,false,false,false,0
188.40,17.59,642,0.360620,false,true,false,0
151.17,18.20,1024,0.433999,false,true,false,0
35.71,20.72,999,0.327734,false,false,false,0
